SSN,AGE,GENDER,RACE,ETHNICITY,BMI,SYSTOLIC_BP,DIASTOLIC_BP,GLUCOSE,ICD_PRIMARY,ICD_SECONDARY,ENCOUNTER_TYPE,LOS_DAYS,TOTAL_CLAIM_COST,PAYER_TYPE,CITY,POSTAL_PREFIX
359-48-5430,38,M,White,Non-Hispanic,27.0,120,83,100.5,E11.9,Z82.49,outpatient,3.9,2196.66,Private,Newmarket,L6G
122-24-7597,47,F,White,Non-Hispanic,21.9,126,73,90.2,E11.9,,inpatient,0.4,608.86,OHIP,King,L6G
483-91-6557,50,F,South Asian,Non-Hispanic,19.4,127,73,89.7,J45.901,Z82.49,inpatient,1.5,50.0,OHIP,Aurora,L5G
955-47-4406,63,F,Filipino,Non-Hispanic,23.5,143,89,105.0,I10,Z96.641,outpatient,0.9,226.14,OHIP,Newmarket,L3G
630-78-9127,55,M,Arab,Non-Hispanic,22.5,120,91,87.9,J06.9,Z79.4,preventive,0.3,102.05,OHIP,Keswick,L3G
231-90-2545,27,M,White,Non-Hispanic,21.1,118,76,111.2,E11.9,Z79.4,emergency,0.1,1215.58,Workplace,King,L3G
239-78-1134,58,F,White,Non-Hispanic,35.7,158,77,98.5,I10,,preventive,1.6,160.86,OHIP,Innisfil,L4G
866-53-7003,62,F,Arab,Non-Hispanic,25.5,147,77,187.6,J44.1,Z96.641,outpatient,0.0,321.5,OHIP,Georgina,L3G
340-46-9811,62,M,Black,Non-Hispanic,24.0,148,81,71.7,E11.9,Z82.49,emergency,0.2,5433.85,Self-pay,Keswick,L4G
330-79-3780,71,M,Filipino,Non-Hispanic,23.7,138,85,104.9,E11.9,Z82.49,telehealth,0.9,1428.14,OHIP,King,L4G
685-60-7814,67,M,White,Non-Hispanic,32.4,144,76,99.2,F41.1,Z87.891,inpatient,0.1,164.43,OHIP,Keswick,L6G
967-50-4972,60,F,South Asian,Non-Hispanic,23.0,143,85,100.0,E11.9,,outpatient,1.0,1790.16,WSIB,Innisfil,L4G
260-52-1402,50,F,Black,Non-Hispanic,34.1,150,81,100.4,E11.9,,telehealth,0.3,281.07,OHIP,Newmarket,L4G
131-96-5480,22,F,South Asian,Non-Hispanic,30.8,102,59,205.6,I50.9,Z87.891,inpatient,0.9,1784.8,Private,King,L6G
839-50-7619,59,M,White,Non-Hispanic,21.5,119,71,92.7,I10,,preventive,3.1,405.53,OHIP,East Gwillimbury,L3G
659-48-9580,55,F,White,Non-Hispanic,34.8,150,78,166.3,K21.0,Z96.651,outpatient,2.0,210.18,OHIP,Bradford,L3G
432-20-1789,56,F,South Asian,Non-Hispanic,22.6,128,78,113.8,E11.9,Z87.891,emergency,1.2,187.89,OHIP,Aurora,L5G
852-96-3751,29,M,White,Non-Hispanic,23.2,114,87,139.4,I10,Z79.4,preventive,0.2,939.32,OHIP,Georgina,L5G
623-62-7710,32,F,White,Non-Hispanic,31.2,113,77,85.7,J06.9,,inpatient,1.9,1989.47,OHIP,Barrie,L4G
920-30-6138,70,F,Arab,Non-Hispanic,21.9,131,75,114.8,K92.1,Z96.641,outpatient,0.4,1039.9,OHIP,Richmond Hill,L5G
955-81-3369,51,M,White,Non-Hispanic,22.8,115,79,113.1,E11.9,Z82.49,outpatient,0.2,395.77,Private,Newmarket,L6G
926-58-5065,64,F,Chinese,Hispanic,41.7,165,83,98.5,J44.1,Z96.651,outpatient,2.2,76.95,Workplace,Bradford,L5G
158-32-2463,52,M,White,Non-Hispanic,29.8,133,82,93.1,E11.9,Z87.891,outpatient,4.9,308.83,OHIP,Richmond Hill,L5G
983-67-8895,52,F,South Asian,Non-Hispanic,24.8,130,83,89.3,I10,,emergency,1.2,148.05,OHIP,Barrie,L4G
673-27-4965,68,F,Other,Non-Hispanic,35.8,148,95,94.3,F41.1,Z96.651,outpatient,0.1,3436.76,OHIP,King,L6G
850-46-1181,42,F,White,Non-Hispanic,30.0,139,77,81.9,E11.9,Z96.641,outpatient,4.2,412.33,Private,Keswick,L5G
980-87-1989,53,F,White,Non-Hispanic,23.8,140,91,156.8,J45.901,,outpatient,0.1,953.8,OHIP,Bradford,L3G
583-71-7272,43,M,White,Non-Hispanic,22.5,137,82,119.8,E11.9,Z96.641,inpatient,4.0,440.37,OHIP,Georgina,L6G
418-76-7652,44,F,White,Non-Hispanic,27.3,122,71,103.4,J45.901,,inpatient,1.0,1113.9,OHIP,Innisfil,L6G
119-52-5847,46,F,Black,Non-Hispanic,19.3,123,92,78.5,M54.5,Z96.651,emergency,0.9,1574.68,WSIB,East Gwillimbury,L4G
334-94-5649,55,M,Latin American,Non-Hispanic,15.0,135,78,101.8,F41.1,Z96.651,preventive,1.6,10874.17,OHIP,Aurora,L6G
975-78-5681,43,F,White,Non-Hispanic,25.7,122,69,97.9,E11.9,,outpatient,6.3,384.86,OHIP,Keswick,L6G
976-48-5015,74,F,White,Non-Hispanic,24.7,139,97,101.7,E78.5,Z96.651,inpatient,4.6,2325.58,OHIP,Newmarket,L6G
224-15-5553,35,M,White,Non-Hispanic,20.7,126,89,82.7,K21.0,Z82.49,outpatient,1.3,928.44,Private,Richmond Hill,L6G
990-51-5010,48,F,Black,Hispanic,33.7,141,79,95.1,M54.5,,outpatient,2.4,332.37,Private,Newmarket,L6G
621-98-5646,44,F,White,Non-Hispanic,21.1,108,71,108.2,I50.9,,inpatient,1.7,362.1,Private,Newmarket,L6G
496-84-4750,78,M,South Asian,Hispanic,24.3,148,83,157.3,N39.0,,preventive,2.4,1170.38,Workplace,Bradford,L6G
110-25-3536,55,F,South Asian,Non-Hispanic,22.1,128,84,88.3,F41.1,Z79.4,outpatient,3.5,465.95,OHIP,Innisfil,L3G
287-68-8438,70,M,South Asian,Non-Hispanic,25.5,145,93,90.7,J44.1,Z87.891,outpatient,0.1,754.4,OHIP,Richmond Hill,L6G
563-52-5634,25,M,White,Non-Hispanic,30.5,131,77,110.0,J06.9,,emergency,0.8,1476.71,Private,Richmond Hill,L4G
667-69-1620,56,M,Black,Non-Hispanic,21.4,147,79,112.2,F41.1,Z87.891,emergency,6.4,13284.63,OHIP,Richmond Hill,L3G
553-56-1958,68,F,White,Non-Hispanic,20.6,149,93,66.3,ZZZ999,,outpatient,6.0,691.58,OHIP,Newmarket,L6G
746-90-5335,53,F,White,Non-Hispanic,23.2,144,75,171.9,M54.5,Z87.891,emergency,0.0,171.78,Private,Bradford,L5G
833-11-7520,71,M,Filipino,Non-Hispanic,27.6,154,92,112.7,E66.9,Z96.651,telehealth,0.4,1072.33,Private,Newmarket,L4G
103-35-7989,42,M,Black,Hispanic,26.4,130,74,111.7,F32.1,,outpatient,10.2,372.1,WSIB,East Gwillimbury,L3G
427-78-8807,77,F,White,Non-Hispanic,18.4,138,86,87.1,ZZZ999,Z96.651,outpatient,1.4,6453.19,WSIB,East Gwillimbury,L4G
360-78-6890,93,M,White,Non-Hispanic,24.1,155,87,91.6,J44.1,,outpatient,1.7,366.3,OHIP,Richmond Hill,L3G
193-10-1135,45,F,White,Non-Hispanic,25.7,136,76,71.5,F41.1,Z96.651,emergency,0.4,679.99,Workplace,Innisfil,L5G
624-93-8877,43,F,White,Non-Hispanic,29.6,126,74,63.6,E66.9,,outpatient,4.5,1404.58,OHIP,Innisfil,L4G
597-59-9560,78,F,White,Non-Hispanic,22.6,144,95,179.9,E66.9,,telehealth,0.5,1199.38,OHIP,Richmond Hill,L4G
690-83-4454,80,F,White,Non-Hispanic,25.0,142,79,149.0,K21.0,Z82.49,emergency,0.4,3527.1,OHIP,King,L3G
772-82-9048,42,M,White,Hispanic,18.6,115,68,97.7,M54.5,Z82.49,outpatient,0.5,1481.75,OHIP,Georgina,L3G
919-42-7216,44,F,Black,Non-Hispanic,41.9,149,98,107.3,I10,Z82.49,outpatient,5.0,11064.93,Self-pay,Richmond Hill,L5G
603-46-5805,46,F,South Asian,Non-Hispanic,33.1,133,87,140.9,E11.9,,inpatient,2.4,1140.69,OHIP,Bradford,L6G
424-13-7971,27,F,South Asian,Non-Hispanic,24.0,141,52,89.1,E11.9,Z82.49,outpatient,2.9,3161.89,OHIP,Bradford,L3G
339-89-2097,35,M,White,Hispanic,27.5,109,70,79.2,E11.9,Z96.641,preventive,0.9,378.76,OHIP,Bradford,L3G
130-23-7860,33,F,Arab,Non-Hispanic,19.9,115,57,103.2,F41.1,Z82.49,outpatient,4.8,7113.77,OHIP,Richmond Hill,L3G
415-77-2943,38,M,Chinese,Non-Hispanic,25.6,126,67,238.5,I50.9,Z82.49,outpatient,3.1,438.24,OHIP,Bradford,L5G
795-18-9482,51,M,Chinese,Non-Hispanic,30.9,145,54,86.4,J06.9,Z82.49,inpatient,2.8,3956.99,OHIP,Bradford,L6G
717-88-1414,56,M,Chinese,Non-Hispanic,25.3,137,78,108.7,K92.1,,outpatient,7.1,1939.73,OHIP,Barrie,L6G
950-75-3728,79,F,Arab,Non-Hispanic,24.8,145,76,82.8,E66.9,Z87.891,inpatient,0.9,720.54,OHIP,Barrie,L5G
135-43-1741,34,F,South Asian,Non-Hispanic,37.8,119,78,93.1,N39.0,,outpatient,1.9,4003.02,OHIP,Aurora,L6G
890-89-1749,69,F,White,Non-Hispanic,42.0,135,74,93.9,F32.1,Z87.891,inpatient,4.8,655.64,OHIP,King,L4G
271-79-9725,48,F,South Asian,Non-Hispanic,28.1,134,79,80.8,E11.9,Z87.891,inpatient,3.1,3436.0,OHIP,Keswick,L5G
464-97-8508,51,M,Black,Non-Hispanic,27.7,118,75,69.4,M54.5,Z79.4,inpatient,1.7,1046.97,Self-pay,Newmarket,L3G
705-20-6748,64,F,Black,Non-Hispanic,25.5,131,93,98.3,E11.9,Z96.641,emergency,0.2,422.99,OHIP,Bradford,L6G
364-21-3034,31,M,South Asian,Non-Hispanic,34.5,132,87,115.5,J44.1,,outpatient,2.1,976.84,OHIP,Aurora,L4G
230-24-1388,58,F,White,Non-Hispanic,20.5,121,84,109.4,Z00.00,Z96.651,inpatient,1.5,692.93,Private,East Gwillimbury,L5G
153-33-9586,54,F,White,Non-Hispanic,28.3,149,77,110.4,J44.1,,outpatient,0.4,391.11,Private,Innisfil,L5G
732-42-4256,60,F,Latin American,Non-Hispanic,23.0,145,95,83.0,E11.9,Z82.49,inpatient,4.3,879.7,Private,Keswick,L3G
291-52-7630,57,F,South Asian,Non-Hispanic,28.4,119,68,98.2,J06.9,Z87.891,telehealth,0.8,1079.68,WSIB,Aurora,L3G
732-90-3859,95,M,South Asian,Non-Hispanic,23.8,138,77,73.6,J06.9,,outpatient,1.0,50.0,OHIP,Innisfil,L5G
445-98-7819,40,M,White,Hispanic,32.5,107,77,97.5,I10,Z96.641,emergency,2.2,1213.95,WSIB,Richmond Hill,L4G
879-65-3050,42,F,White,Non-Hispanic,28.8,121,95,115.8,I10,Z82.49,outpatient,1.3,1618.61,Self-pay,King,L3G
149-38-5971,40,M,Latin American,Non-Hispanic,22.2,132,73,116.3,K92.1,Z79.4,inpatient,0.2,3797.03,Private,Barrie,L5G
603-97-8695,42,M,South Asian,Non-Hispanic,26.1,123,74,125.5,I10,Z96.651,emergency,1.0,150.93,OHIP,Richmond Hill,L5G
779-36-5474,40,F,Chinese,Non-Hispanic,24.1,130,63,109.8,J45.901,Z82.49,outpatient,0.2,196.17,Workplace,Richmond Hill,L3G
425-51-4768,73,F,White,Non-Hispanic,19.4,121,89,102.1,F32.1,,emergency,0.4,855.02,OHIP,Aurora,L6G
237-47-6521,77,M,South Asian,Non-Hispanic,30.0,151,93,108.1,F32.1,Z96.651,outpatient,0.0,282.73,Private,King,L4G
579-26-3617,41,M,White,Non-Hispanic,25.2,121,82,105.2,I10,,inpatient,0.4,159.54,OHIP,Georgina,L6G
461-75-4499,37,F,Black,Non-Hispanic,25.5,125,69,159.7,E78.5,Z82.49,emergency,0.8,405.01,Private,Bradford,L6G
951-83-4592,60,F,White,Non-Hispanic,23.8,132,74,72.3,F41.1,Z79.4,outpatient,1.5,431.91,OHIP,King,L4G
531-48-8272,42,M,White,Non-Hispanic,27.2,115,66,108.2,I10,,emergency,5.0,196.61,OHIP,Aurora,L4G
188-98-8546,63,M,South Asian,Non-Hispanic,24.6,123,81,126.4,E11.9,Z96.641,outpatient,1.6,195.04,Workplace,Innisfil,L3G
429-27-6802,55,M,Arab,Non-Hispanic,30.7,145,72,108.9,E11.9,Z96.651,emergency,2.4,575.03,OHIP,Keswick,L3G
644-62-7327,24,M,White,Hispanic,20.7,121,60,166.9,I50.9,Z96.651,inpatient,0.9,116.94,OHIP,Innisfil,L3G
186-78-4451,79,M,Chinese,Hispanic,28.9,154,83,173.1,F32.1,Z96.641,emergency,2.8,114.7,OHIP,Richmond Hill,L4G
637-38-9087,84,F,White,Non-Hispanic,27.1,148,83,92.0,E11.9,,preventive,1.9,724.74,Workplace,East Gwillimbury,L6G
617-63-4062,40,F,White,Non-Hispanic,30.9,130,72,67.2,J44.1,,outpatient,1.2,4051.21,OHIP,East Gwillimbury,L4G
359-67-5411,45,F,White,Non-Hispanic,28.3,112,81,74.3,M54.5,,outpatient,0.4,1603.03,OHIP,East Gwillimbury,L3G
845-35-1718,57,M,White,Non-Hispanic,24.9,130,80,223.1,J45.901,,preventive,0.7,2884.6,OHIP,King,L6G
176-49-8546,58,F,White,Non-Hispanic,21.3,131,76,98.9,N39.0,Z96.651,outpatient,1.9,76.24,OHIP,Georgina,L3G
560-65-3854,63,M,White,Non-Hispanic,27.0,156,83,80.2,E11.9,,inpatient,1.1,122.69,OHIP,Georgina,L6G
180-48-3977,88,F,White,Non-Hispanic,23.1,151,78,158.9,E11.9,,telehealth,4.4,673.7,OHIP,Georgina,L3G
482-30-4480,48,F,Latin American,Non-Hispanic,26.3,145,78,112.9,F32.1,Z87.891,emergency,0.5,1814.32,OHIP,King,L4G
817-87-9221,37,M,White,Non-Hispanic,23.1,130,75,89.3,E11.9,,outpatient,0.2,1430.32,OHIP,Newmarket,L5G
829-47-1230,27,F,Black,Non-Hispanic,39.0,121,64,91.4,E78.5,Z96.641,outpatient,1.8,132.56,Workplace,Georgina,L5G
458-43-2251,38,M,White,Non-Hispanic,25.5,127,83,86.8,J44.1,Z79.4,outpatient,4.3,2598.91,Private,Aurora,L6G
944-82-2963,51,F,South Asian,Non-Hispanic,24.9,133,71,83.4,J44.1,,outpatient,0.9,603.28,OHIP,Barrie,L4G
574-19-2778,84,M,White,Hispanic,30.3,137,88,114.5,M54.5,Z82.49,outpatient,2.1,1691.33,OHIP,Newmarket,L3G
984-46-5870,42,M,White,Non-Hispanic,26.3,124,85,81.8,K21.0,,emergency,0.5,321.79,OHIP,Innisfil,L6G
223-41-4850,56,F,White,Non-Hispanic,26.8,131,87,97.7,J06.9,Z82.49,outpatient,1.6,104.33,Private,East Gwillimbury,L6G
720-77-8215,51,M,White,Hispanic,23.6,146,78,95.1,I50.9,Z96.641,telehealth,3.1,1835.39,OHIP,Newmarket,L3G
912-42-8418,73,F,White,Hispanic,22.4,117,80,65.8,N39.0,,preventive,4.0,1168.62,OHIP,Bradford,L3G
402-62-2182,95,M,South Asian,Non-Hispanic,19.9,158,95,98.6,I50.9,Z87.891,preventive,0.2,149.19,OHIP,King,L3G
770-36-5271,42,F,Filipino,Non-Hispanic,36.5,123,84,71.8,K21.0,,outpatient,0.9,298.33,OHIP,Newmarket,L4G
391-58-8326,43,F,Chinese,Non-Hispanic,31.0,116,73,104.5,I10,Z79.4,inpatient,2.0,1515.2,OHIP,King,L5G
590-53-3172,70,F,South Asian,Non-Hispanic,23.7,149,76,77.2,E11.9,Z82.49,outpatient,0.1,851.71,Workplace,Barrie,L6G
414-32-6986,64,M,White,Non-Hispanic,25.6,143,65,102.8,F41.1,Z82.49,outpatient,2.3,1214.43,Workplace,Richmond Hill,L6G
935-51-6224,85,M,White,Non-Hispanic,21.1,155,86,88.6,Z00.00,,inpatient,1.5,354.52,OHIP,Georgina,L5G
141-22-6760,62,M,White,Non-Hispanic,23.8,142,79,169.6,K21.0,Z87.891,preventive,0.7,3669.29,OHIP,Innisfil,L6G
559-62-5263,45,M,White,Non-Hispanic,33.4,153,88,98.2,K21.0,Z96.651,outpatient,3.4,582.09,OHIP,Keswick,L4G
701-55-2904,62,F,White,Non-Hispanic,30.3,143,85,72.9,I10,,outpatient,0.7,50.0,Private,King,L3G
249-61-4191,71,F,South Asian,Non-Hispanic,36.3,142,97,94.0,M54.5,Z96.641,outpatient,9.5,756.22,OHIP,Bradford,L5G
127-62-7260,66,F,White,Non-Hispanic,27.5,141,77,106.7,K92.1,Z87.891,emergency,3.4,1374.62,OHIP,Aurora,L4G
802-26-3879,61,F,White,Non-Hispanic,36.0,152,93,144.7,J45.901,Z87.891,telehealth,2.5,950.03,OHIP,Richmond Hill,L3G
361-23-3832,71,F,Chinese,Non-Hispanic,21.7,129,78,88.1,I10,Z87.891,outpatient,0.1,398.63,Private,Richmond Hill,L5G
137-78-6758,73,F,Chinese,Non-Hispanic,35.1,138,93,90.3,I10,Z87.891,outpatient,4.7,63.79,OHIP,Barrie,L4G
973-35-5428,76,M,White,Non-Hispanic,22.6,136,72,72.6,M54.5,Z96.651,preventive,3.1,304.91,OHIP,East Gwillimbury,L5G
630-57-4536,63,F,Latin American,Hispanic,24.6,114,83,83.7,ZZZ999,,outpatient,0.5,341.5,OHIP,Keswick,L5G
819-39-4405,48,F,Arab,Non-Hispanic,30.0,133,63,71.6,J44.1,Z79.4,emergency,1.0,301.56,Private,East Gwillimbury,L4G
851-88-4914,54,F,White,Non-Hispanic,25.8,113,77,101.6,N39.0,,outpatient,0.6,1386.25,OHIP,Innisfil,L6G
296-20-3642,73,M,White,Non-Hispanic,40.9,148,92,170.2,E11.9,Z87.891,outpatient,8.3,445.81,OHIP,Richmond Hill,L4G
509-35-4711,37,M,White,Non-Hispanic,22.7,132,69,182.0,E78.5,,inpatient,3.9,3491.23,OHIP,Keswick,L5G
834-92-2619,58,M,Arab,Non-Hispanic,25.5,129,71,79.1,E78.5,Z87.891,emergency,5.3,507.41,OHIP,Barrie,L5G
636-46-2728,44,F,Filipino,Non-Hispanic,23.4,144,82,99.6,J45.901,Z96.641,outpatient,3.1,2861.38,OHIP,East Gwillimbury,L4G
613-83-6985,52,F,White,Non-Hispanic,39.6,123,82,82.0,J45.901,Z82.49,outpatient,1.2,860.37,Self-pay,Georgina,L3G
131-98-2713,75,M,White,Non-Hispanic,19.4,149,78,105.1,J06.9,Z96.651,outpatient,0.5,912.85,OHIP,Keswick,L3G
804-41-7859,55,F,South Asian,Non-Hispanic,33.4,143,82,185.9,I50.9,Z87.891,inpatient,0.5,293.11,OHIP,Keswick,L3G
852-91-6341,52,M,White,Non-Hispanic,24.4,113,99,81.7,M54.5,,preventive,0.3,131.53,OHIP,King,L3G
281-12-1468,27,M,White,Non-Hispanic,36.5,154,84,83.9,E66.9,Z79.4,preventive,1.6,609.12,OHIP,Georgina,L4G
525-87-2575,65,M,Filipino,Hispanic,21.6,134,90,73.1,I10,Z79.4,outpatient,5.1,5035.24,OHIP,Newmarket,L6G
941-75-5106,63,F,South Asian,Non-Hispanic,22.7,125,84,159.2,Z00.00,Z79.4,preventive,9.6,383.59,Workplace,Keswick,L3G
731-10-4481,90,F,Chinese,Non-Hispanic,31.4,135,91,96.2,I10,,outpatient,0.7,317.08,OHIP,Richmond Hill,L5G
141-71-7844,46,M,Filipino,Non-Hispanic,21.1,124,56,90.9,E11.9,Z96.641,outpatient,2.4,541.15,Self-pay,Barrie,L3G
351-86-9795,55,F,Black,Non-Hispanic,35.8,136,77,95.2,F32.1,Z79.4,emergency,1.8,5551.51,OHIP,Innisfil,L6G
583-94-7411,56,M,White,Non-Hispanic,20.1,131,74,79.3,N39.0,,outpatient,1.3,1710.13,OHIP,Bradford,L4G
766-76-5801,80,F,South Asian,Non-Hispanic,19.2,136,68,203.7,I10,Z96.641,outpatient,2.2,2855.82,OHIP,Georgina,L6G
834-30-9973,50,F,White,Non-Hispanic,22.1,135,67,145.5,J06.9,Z96.651,outpatient,0.9,61.78,OHIP,Aurora,L6G
985-82-2341,57,F,South Asian,Non-Hispanic,26.2,130,64,66.3,I50.9,Z79.4,emergency,5.8,247.26,OHIP,Bradford,L6G
111-47-9121,62,M,White,Non-Hispanic,29.2,118,81,81.7,I10,Z82.49,inpatient,2.4,257.77,OHIP,Bradford,L3G
539-48-9707,55,F,South Asian,Non-Hispanic,22.6,129,85,99.6,J06.9,Z87.891,outpatient,2.8,2600.1,OHIP,Richmond Hill,L3G
915-16-8675,43,F,White,Non-Hispanic,31.6,107,87,95.9,ZZZ999,Z96.651,preventive,0.6,1468.29,OHIP,East Gwillimbury,L6G
223-67-4256,55,M,White,Non-Hispanic,18.8,132,80,249.8,M54.5,,emergency,0.4,2361.54,OHIP,Bradford,L4G
646-82-3086,71,F,White,Non-Hispanic,25.5,129,75,110.7,N39.0,Z82.49,emergency,1.0,70.06,OHIP,Barrie,L3G
183-30-7396,33,M,White,Non-Hispanic,25.2,125,58,92.1,J44.1,Z96.651,inpatient,2.9,2520.99,Workplace,Bradford,L4G
402-92-4047,54,F,Black,Non-Hispanic,29.7,147,66,75.5,K92.1,,outpatient,5.6,1467.32,OHIP,East Gwillimbury,L3G
641-96-7783,39,M,Black,Non-Hispanic,31.7,119,67,89.5,J06.9,Z79.4,outpatient,1.1,219.44,OHIP,King,L4G
922-49-3508,73,F,White,Non-Hispanic,25.4,150,76,86.3,I50.9,Z96.651,emergency,3.0,525.15,OHIP,Keswick,L3G
708-33-2193,24,F,White,Non-Hispanic,31.9,119,72,82.0,K21.0,Z96.651,emergency,1.3,227.62,Private,Newmarket,L6G
895-60-4672,41,M,White,Hispanic,32.0,147,69,107.2,J45.901,Z96.651,telehealth,0.7,592.33,OHIP,Richmond Hill,L5G
177-83-8181,58,M,White,Non-Hispanic,23.0,129,82,78.4,E11.9,Z96.641,outpatient,2.7,1140.51,Private,King,L5G
144-47-5511,80,M,White,Non-Hispanic,23.9,133,83,97.8,I10,,outpatient,3.2,3586.97,OHIP,Barrie,L4G
344-71-8775,50,M,Latin American,Non-Hispanic,23.7,136,77,74.9,M54.5,Z82.49,outpatient,0.5,215.44,OHIP,Barrie,L4G
422-93-8948,42,M,White,Non-Hispanic,27.7,124,85,94.4,J45.901,,outpatient,0.7,378.77,OHIP,East Gwillimbury,L6G
218-96-7223,85,F,White,Non-Hispanic,34.1,140,80,99.0,I10,,inpatient,1.4,177.06,WSIB,Innisfil,L6G
327-56-9814,25,M,White,Non-Hispanic,21.7,114,74,99.0,E66.9,,telehealth,0.4,1668.83,Workplace,Richmond Hill,L4G
981-63-8091,12,M,White,Non-Hispanic,33.0,118,70,96.2,E11.9,Z79.4,inpatient,5.3,100.41,Workplace,Richmond Hill,L5G
584-81-9216,59,F,White,Non-Hispanic,22.2,146,76,91.4,E11.9,Z87.891,inpatient,1.8,822.56,OHIP,King,L6G
890-83-2248,42,M,South Asian,Non-Hispanic,26.7,108,83,79.0,E11.9,Z79.4,emergency,0.3,152.79,Private,Bradford,L4G
878-44-3842,33,F,White,Non-Hispanic,35.4,129,83,176.2,J06.9,Z79.4,outpatient,0.4,702.73,OHIP,Keswick,L6G
728-76-2582,64,F,White,Hispanic,22.8,141,73,99.5,Z00.00,Z96.641,preventive,6.2,2662.7,OHIP,Bradford,L6G
852-59-4138,56,F,White,Non-Hispanic,30.3,137,79,76.1,I10,Z96.641,inpatient,2.7,360.14,OHIP,Innisfil,L3G
759-54-5642,41,F,White,Non-Hispanic,20.5,137,76,72.6,ZZZ999,Z96.651,outpatient,2.7,867.0,OHIP,Georgina,L6G
176-29-4768,28,F,White,Non-Hispanic,26.3,121,70,116.4,E11.9,,inpatient,0.2,227.74,Workplace,Georgina,L4G
154-18-6558,67,M,Arab,Non-Hispanic,39.0,142,91,121.2,N39.0,Z79.4,inpatient,4.5,581.19,OHIP,Aurora,L6G
811-67-2343,63,M,South Asian,Non-Hispanic,25.4,141,83,104.5,E11.9,Z82.49,outpatient,1.2,102.57,OHIP,King,L4G
319-85-6490,50,M,South Asian,Non-Hispanic,22.1,130,91,108.1,M54.5,Z96.641,outpatient,2.2,1555.04,OHIP,East Gwillimbury,L3G
315-58-6916,85,F,White,Non-Hispanic,19.0,137,72,130.0,N39.0,,outpatient,6.4,404.01,OHIP,Innisfil,L3G
562-91-4660,32,M,White,Non-Hispanic,29.0,130,73,89.3,J06.9,,outpatient,0.2,517.7,OHIP,Keswick,L5G
822-78-3720,24,F,South Asian,Non-Hispanic,17.8,109,62,89.6,E11.9,Z96.641,outpatient,1.3,722.74,Private,Richmond Hill,L3G
275-46-9830,39,F,South Asian,Non-Hispanic,36.9,125,83,119.1,E11.9,Z82.49,inpatient,0.1,62.8,OHIP,Barrie,L3G
458-39-5392,51,F,Black,Non-Hispanic,27.7,126,66,86.6,K21.0,Z96.641,inpatient,1.4,289.84,OHIP,Innisfil,L4G
359-92-9666,56,F,White,Hispanic,35.1,151,85,97.6,I50.9,,emergency,0.6,782.34,OHIP,Keswick,L5G
855-48-7679,47,M,White,Non-Hispanic,24.5,96,72,105.2,F41.1,Z82.49,telehealth,4.8,549.0,OHIP,Innisfil,L3G
661-46-8348,58,F,White,Non-Hispanic,30.2,140,75,98.8,I50.9,,emergency,1.0,9070.79,OHIP,Bradford,L6G
864-34-9540,29,F,Filipino,Non-Hispanic,22.0,120,60,111.3,E66.9,,inpatient,2.0,3012.31,OHIP,Aurora,L5G
736-40-4820,77,M,South Asian,Hispanic,41.4,132,85,127.1,J44.1,,preventive,3.9,786.44,OHIP,Keswick,L3G
326-47-6502,50,M,South Asian,Non-Hispanic,31.6,136,88,105.1,J44.1,Z87.891,inpatient,8.2,195.0,OHIP,Bradford,L5G
669-62-7449,72,F,White,Non-Hispanic,22.0,142,82,68.1,E11.9,Z82.49,outpatient,1.4,367.26,Private,King,L3G
231-61-7558,58,F,South Asian,Non-Hispanic,21.2,137,83,115.2,F32.1,Z87.891,outpatient,1.2,1465.22,OHIP,Barrie,L4G
689-23-7528,60,F,White,Non-Hispanic,22.3,106,93,111.8,N39.0,,emergency,0.2,729.2,WSIB,East Gwillimbury,L5G
611-52-6599,62,F,White,Non-Hispanic,36.1,154,86,90.4,I50.9,Z96.651,emergency,0.0,3075.81,Private,Aurora,L5G
217-68-6905,60,F,White,Non-Hispanic,34.9,132,78,175.5,I10,Z96.651,telehealth,1.9,722.3,OHIP,Keswick,L3G
287-78-5073,63,F,South Asian,Hispanic,33.8,146,87,108.4,M54.5,,inpatient,0.1,764.33,OHIP,Keswick,L5G
946-68-8631,75,M,White,Non-Hispanic,38.8,154,84,79.4,N39.0,,preventive,1.0,4670.65,OHIP,Newmarket,L3G
839-45-2447,55,M,White,Non-Hispanic,30.3,126,76,92.8,J06.9,,outpatient,0.0,178.42,Private,Bradford,L6G
897-96-8434,64,M,Latin American,Non-Hispanic,26.1,143,69,75.4,I10,,inpatient,1.9,5327.46,OHIP,Richmond Hill,L5G
735-34-1535,50,F,White,Non-Hispanic,24.8,126,85,112.1,I50.9,Z96.641,preventive,1.1,1674.98,Private,King,L5G
432-46-8039,77,F,White,Hispanic,23.0,119,81,107.3,E11.9,Z82.49,outpatient,0.3,32291.66,OHIP,King,L4G
539-84-8469,39,F,White,Non-Hispanic,24.0,137,76,90.8,F41.1,Z96.641,outpatient,0.7,286.66,OHIP,Keswick,L4G
767-61-1712,84,M,White,Non-Hispanic,26.0,136,78,89.0,E66.9,Z82.49,outpatient,1.7,4699.84,OHIP,King,L5G
683-82-8760,51,F,Chinese,Non-Hispanic,24.9,122,81,156.7,J44.1,,emergency,2.1,781.06,OHIP,Aurora,L4G
524-74-6124,26,F,White,Non-Hispanic,21.5,115,64,81.5,J44.1,Z96.641,outpatient,1.2,532.35,OHIP,East Gwillimbury,L5G
